ID,region name,local government authority,postcode,location,longitude,latitude
1,Northern Metropolitan,Banyule,3081,BELLFIELD,145.0390316,-37.7549559
2,Northern Metropolitan,Banyule,3088,BRIAR HILL,145.1199251,-37.7094615
3,Northern Metropolitan,Banyule,3084,EAGLEMONT,145.0549068,-37.7636596
4,Northern Metropolitan,Banyule,3088,GREENSBOROUGH,145.1030275,-37.7046192
5,Northern Metropolitan,Banyule,3084,HEIDELBERG,145.066849,-37.756367
6,Northern Metropolitan,Banyule,3081,HEIDELBERG HEIGHTS,145.056061,-37.742947
7,Northern Metropolitan,Banyule,3081,HEIDELBERG RGH,145.0438252,-37.7417753
8,Northern Metropolitan,Banyule,3081,HEIDELBERG WEST,145.041466,-37.7488716
9,Northern Metropolitan,Banyule,3079,IVANHOE,145.042313,-37.768791
10,Northern Metropolitan,Banyule,3079,IVANHOE EAST,145.0596351,-37.772971
11,Northern Metropolitan,Banyule,3093,LOWER PLENTY,145.1182718,-37.7365088
12,Northern Metropolitan,Banyule,3085,MACLEOD,145.070251,-37.726738
13,Northern Metropolitan,Banyule,3094,MONTMORENCY,145.1217608,-37.7164636
14,Northern Metropolitan,Banyule,3084,ROSANNA,145.065552,-37.742641
15,Northern Metropolitan,Banyule,3088,ST HELENA,145.1369409,-37.684716
16,Northern Metropolitan,Banyule,3084,VIEWBANK,145.091248,-37.732758
17,Northern Metropolitan,Banyule,3087,WATSONIA,145.0820023,-37.711699
18,Northern Metropolitan,Banyule,3087,WATSONIA NORTH,145.0846775,-37.7000821
19,Northern Metropolitan,Banyule,3085,YALLAMBIE,145.1041917,-37.7255053
20,Northern Metropolitan,Darebin,3078,ALPHINGTON,145.0306948,-37.7810539
21,Northern Metropolitan,Darebin,3078,FAIRFIELD,145.018082,-37.779305
22,Northern Metropolitan,Darebin,3086,LA TROBE UNIVERSITY,145.0465813,-37.72165
23,Northern Metropolitan,Darebin,3070,NORTHCOTE,144.9997396,-37.7736132
24,Northern Metropolitan,Darebin,3072,PRESTON,145.0107588,-37.7399362
25,Northern Metropolitan,Darebin,3073,RESERVOIR,145.0107588,-37.7118644
26,Northern Metropolitan,Darebin,3071,THORNBURY,145.0080039,-37.7600493
27,Northern Metropolitan,Hume,3049,ATTWOOD,144.8872712,-37.6712394
28,Northern Metropolitan,Hume,3047,BROADMEADOWS,144.9199591,-37.6832693
29,Northern Metropolitan,Hume,3428,BULLA,144.8064212,-37.6366043
30,Northern Metropolitan,Hume,3061,CAMPBELLFIELD,144.955677,-37.665113
31,Northern Metropolitan,Hume,3048,COOLAROO,144.9355859,-37.6588769
32,Northern Metropolitan,Hume,3064,CRAIGIEBURN,144.9418164,-37.5984433
33,Northern Metropolitan,Hume,3047,DALLAS,144.9317145,-37.6722968
34,Northern Metropolitan,Hume,3064,DONNYBROOK,144.9139482,-37.5980978
35,Northern Metropolitan,Hume,3043,GLADSTONE PARK,144.8863194,-37.6876358
36,Northern Metropolitan,Hume,3043,GOWANBRAE,144.892502,-37.709064
37,Northern Metropolitan,Hume,3059,GREENVALE,144.881622,-37.639938
38,Northern Metropolitan,Hume,3047,JACANA,144.9150849,-37.6936048
39,Northern Metropolitan,Hume,3064,KALKALLO,144.9139482,-37.5980978
40,Northern Metropolitan,Hume,3048,MEADOW HEIGHTS,144.92157,-37.649967
41,Northern Metropolitan,Hume,3045,MELBOURNE AIRPORT,144.8486423,-37.6698262
42,Northern Metropolitan,Hume,3064,MICKLEHAM,144.8762457,-37.5643061
43,Northern Metropolitan,Hume,3063,OAKLANDS JUNCTION,144.8397132,-37.6125034
44,Northern Metropolitan,Hume,3064,ROXBURGH PARK,144.9237825,-37.6315441
45,Northern Metropolitan,Hume,3062,SOMERTON,144.944665,-37.6332889
46,Northern Metropolitan,Hume,3429,SUNBURY,144.7288981,-37.5794919
47,Northern Metropolitan,Hume,3043,TULLAMARINE,144.8738088,-37.701486
48,Northern Metropolitan,Hume,3049,WESTMEADOWS,144.8883107,-37.6752421
49,Northern Metropolitan,Hume,3429,WILDWOOD,144.7919217,-37.5728513
50,Northern Metropolitan,Hume,3063,YUROKE,144.878739,-37.5902179
51,Northern Metropolitan,Moreland,3056,BRUNSWICK,144.961929,-37.767872
52,Northern Metropolitan,Moreland,3057,BRUNSWICK EAST,144.9804594,-37.769412
53,Northern Metropolitan,Moreland,3055,BRUNSWICK WEST,144.9419122,-37.761
54,Northern Metropolitan,Moreland,3058,COBURG,144.9628062,-37.7416639
55,Northern Metropolitan,Moreland,3058,COBURG NORTH,144.963866,-37.7276056
56,Northern Metropolitan,Moreland,3060,FAWKNER,144.9666905,-37.6969273
57,Northern Metropolitan,Moreland,3046,GLENROY,144.916351,-37.704475
58,Northern Metropolitan,Moreland,3046,HADFIELD,144.9410869,-37.707253
59,Northern Metropolitan,Moreland,3046,OAK PARK,144.920105,-37.718533
60,Northern Metropolitan,Moreland,3044,PASCOE VALE,144.92868,-37.730366
61,Northern Metropolitan,Moreland,3044,PASCOE VALE SOUTH,144.946564,-37.739189
62,Northern Metropolitan,Nillumbik,3099,ARTHURS CREEK,145.2016237,-37.5795251
63,Northern Metropolitan,Nillumbik,3097,BEND OF ISLANDS,145.2859414,-37.7000689
64,Northern Metropolitan,Nillumbik,3099,COTTLES BRIDGE,145.2178261,-37.6233767
65,Northern Metropolitan,Nillumbik,3089,DIAMOND CREEK,145.1541397,-37.6666174
66,Northern Metropolitan,Nillumbik,3095,ELTHAM,145.1489162,-37.7133771
67,Northern Metropolitan,Nillumbik,3095,ELTHAM NORTH,145.1515233,-37.7013022
68,Northern Metropolitan,Nillumbik,3099,HURSTBRIDGE,145.1932903,-37.6389918
69,Northern Metropolitan,Nillumbik,3097,KANGAROO GROUND,145.2157953,-37.6907877
70,Northern Metropolitan,Nillumbik,3099,NUTFIELD,145.1816351,-37.6093736
71,Northern Metropolitan,Nillumbik,3759,PANTON HILL,145.2399459,-37.6417602
72,Northern Metropolitan,Nillumbik,3090,PLENTY,145.1231112,-37.6693227
73,Northern Metropolitan,Nillumbik,3095,RESEARCH,145.179973,-37.7043052
74,Northern Metropolitan,Nillumbik,3760,SMITHS GULLY,145.262574,-37.6203455
75,Northern Metropolitan,Nillumbik,3761,ST ANDREWS,145.2692926,-37.6029361
76,Northern Metropolitan,Nillumbik,3099,STRATHEWEN,145.2672068,-37.548038
77,Northern Metropolitan,Nillumbik,3097,WATSONS CREEK,145.2557487,-37.6676556
78,Northern Metropolitan,Nillumbik,3096,WATTLE GLEN,145.182617,-37.663559
79,Northern Metropolitan,Nillumbik,3091,YARRAMBAT,145.1356352,-37.6398218
80,Northern Metropolitan,Whittlesea,3083,BUNDOORA,145.0590021,-37.69706
81,Northern Metropolitan,Whittlesea,3754,DOREEN,145.1379088,-37.6067576
82,Northern Metropolitan,Whittlesea,3757,EDEN PARK,145.0644495,-37.4931321
83,Northern Metropolitan,Whittlesea,3076,EPPING,145.0403335,-37.6459318
84,Northern Metropolitan,Whittlesea,3757,HUMEVALE,145.1767501,-37.4974088
85,Northern Metropolitan,Whittlesea,3757,KINGLAKE CENTRAL,145.3159095,-37.5104412
86,Northern Metropolitan,Whittlesea,3757,KINGLAKE WEST,145.2361013,-37.4763861
87,Northern Metropolitan,Whittlesea,3083,KINGSBURY,145.2361013,-37.4763861
88,Northern Metropolitan,Whittlesea,3075,LALOR,145.0150889,-37.6723607
89,Northern Metropolitan,Whittlesea,3754,MERNDA,145.0965625,-37.5997647
90,Northern Metropolitan,Whittlesea,3082,MILL PARK,145.0622519,-37.667861
91,Northern Metropolitan,Whittlesea,3757,PHEASANT CREEK,145.2886973,-37.4817588
92,Northern Metropolitan,Whittlesea,3752,SOUTH MORANG,145.0891037,-37.6513392
93,Northern Metropolitan,Whittlesea,3074,THOMASTOWN,145.0139331,-37.6811991
94,Northern Metropolitan,Whittlesea,3757,WHITTLESEA,145.1178352,-37.5120647
95,Northern Metropolitan,Whittlesea,3750,WOLLERT,145.0334993,-37.5900347
96,Northern Metropolitan,Whittlesea,3751,WOODSTOCK,145.0682526,-37.5461895
97,Northern Metropolitan,Whittlesea,3755,YAN YEAN,145.1063402,-37.5691925
98,Northern Metropolitan,Yarra,3067,ABBOTSFORD,144.9983623,-37.8023601
99,Northern Metropolitan,Yarra,3121,BURNLEY,145.0089369,-37.8289736
100,Northern Metropolitan,Yarra,3054,CARLTON NORTH,144.972883,-37.7845911
101,Northern Metropolitan,Yarra,3068,CLIFTON HILL,144.99176,-37.788513
102,Northern Metropolitan,Yarra,3066,COLLINGWOOD,144.9836514,-37.8031231
103,Northern Metropolitan,Yarra,3121,CREMORNE,144.9907349,-37.8274504
104,Northern Metropolitan,Yarra,3065,FITZROY,144.9786869,-37.7987007
105,Northern Metropolitan,Yarra,3068,FITZROY NORTH,144.983536,-37.783749
106,Northern Metropolitan,Yarra,3054,PRINCES HILL,144.9676602,-37.7816273
107,Northern Metropolitan,Yarra,3121,RICHMOND,145.0014704,-37.818635
108,Southern Metropolitan,Bayside,3193,BEAUMARIS,145.033066,-37.985645
109,Southern Metropolitan,Bayside,3193,BLACK ROCK,145.01651,-37.973949
110,Southern Metropolitan,Bayside,3186,BRIGHTON,145.0043117,-37.9056598
111,Southern Metropolitan,Bayside,3187,BRIGHTON EAST,145.0189024,-37.9026094
112,Southern Metropolitan,Bayside,3188,HAMPTON,145.002518,-37.937298
113,Southern Metropolitan,Bayside,3188,HAMPTON EAST,145.0287337,-37.9380793
114,Southern Metropolitan,Bayside,3190,HIGHETT,145.042847,-37.948845
115,Southern Metropolitan,Bayside,3191,SANDRINGHAM,145.003738,-37.949593
116,Southern Metropolitan,Cardinia,3782,AVONSLEIGH,145.4733408,-37.9245908
117,Southern Metropolitan,Cardinia,3981,BAYLES,145.5711767,-38.1776424
118,Southern Metropolitan,Cardinia,3807,BEACONSFIELD,145.5711767,-38.1776424
119,Southern Metropolitan,Cardinia,3808,BEACONSFIELD UPPER,145.410797,-38.005211
120,Southern Metropolitan,Cardinia,3815,BUNYIP,145.7241588,-38.0964803
121,Southern Metropolitan,Cardinia,3815,BUNYIP NORTH,145.72491,-38.0621941
122,Southern Metropolitan,Cardinia,3981,CATANI,145.6400932,-38.1944385
123,Southern Metropolitan,Cardinia,3782,CLEMATIS,145.4209507,-37.9310297
124,Southern Metropolitan,Cardinia,3781,COCKATOO,145.4925573,-37.9359488
125,Southern Metropolitan,Cardinia,3814,CORA LYNN,145.6063481,-38.1415415
126,Southern Metropolitan,Cardinia,3981,DALMORE,145.4181281,-38.1994238
127,Southern Metropolitan,Cardinia,3808,DEWHURST,145.4637263,-37.9793648
128,Southern Metropolitan,Cardinia,3782,EMERALD,145.44072,-37.932495
129,Southern Metropolitan,Cardinia,3814,GARFIELD,145.6798054,-38.0929012
130,Southern Metropolitan,Cardinia,3814,GARFIELD NORTH,145.6812005,-38.0457263
131,Southern Metropolitan,Cardinia,3783,GEMBROOK,145.5518835,-37.9528365
132,Southern Metropolitan,Cardinia,3807,GUYS HILL,145.3868102,-38.0158101
133,Southern Metropolitan,Cardinia,3981,HEATH HILL,145.7010589,-38.2421963
134,Southern Metropolitan,Cardinia,3815,IONA,145.689072,-38.1272572
135,Southern Metropolitan,Cardinia,3981,KOO WEE RUP,145.489126,-38.1987978
136,Southern Metropolitan,Cardinia,3981,KOO WEE RUP NORTH,145.541359,-38.1519501
137,Southern Metropolitan,Cardinia,3782,MACCLESFIELD,145.4753743,-37.8896245
138,Southern Metropolitan,Cardinia,3812,MARYKNOLL,145.5964925,-38.0361566
139,Southern Metropolitan,Cardinia,3781,MOUNT BURNETT,145.5107137,-37.9753107
140,Southern Metropolitan,Cardinia,3781,NANGANA,145.5320985,-37.8756962
141,Southern Metropolitan,Cardinia,3812,NAR NAR GOON,145.570404,-38.080936
142,Southern Metropolitan,Cardinia,3812,NAR NAR GOON NORTH,145.5568963,-38.0084306
143,Southern Metropolitan,Cardinia,3809,OFFICER,145.410065,-38.06086
144,Southern Metropolitan,Cardinia,3809,OFFICER SOUTH,145.4051243,-38.085845
145,Southern Metropolitan,Cardinia,3810,PAKENHAM,145.482727,-38.078518
146,Southern Metropolitan,Cardinia,3810,PAKENHAM SOUTH,145.5077609,-38.133232
147,Southern Metropolitan,Cardinia,3810,PAKENHAM UPPER,145.5324211,-37.9930827
148,Southern Metropolitan,Cardinia,3810,RYTHDALE,145.4665466,-38.1386501
149,Southern Metropolitan,Cardinia,3815,TONIMBUK,145.7202233,-38.0058655
150,Southern Metropolitan,Cardinia,3813,TYNONG,145.6235612,-38.0848872
151,Southern Metropolitan,Cardinia,3813,TYNONG NORTH,145.609669,-38.0511646
152,Southern Metropolitan,Cardinia,3814,VERVALE,145.6699884,-38.1310864
153,Southern Metropolitan,Cardinia,3981,YANNATHAN,145.6399794,-38.2274367
154,Southern Metropolitan,Casey,3806,BERWICK,145.346115,-38.030918
155,Southern Metropolitan,Casey,3980,BLIND BIGHT,145.341782,-38.214573
156,Southern Metropolitan,Casey,3977,BOTANIC RIDGE,145.2645969,-38.1431898
157,Southern Metropolitan,Casey,3977,CANNONS CREEK,145.3162505,-38.2146065
158,Southern Metropolitan,Casey,3978,CARDINIA,145.4044523,-38.1423653
159,Southern Metropolitan,Casey,3978,CLYDE,145.330643,-38.133137
160,Southern Metropolitan,Casey,3978,CLYDE NORTH,145.3273726,-38.1184629
161,Southern Metropolitan,Casey,3977,CRANBOURNE,145.2844247,-38.1083474
162,Southern Metropolitan,Casey,3977,CRANBOURNE EAST,145.296076,-38.1146259
163,Southern Metropolitan,Casey,3977,CRANBOURNE NORTH,145.2790713,-38.0822575
164,Southern Metropolitan,Casey,3977,CRANBOURNE SOUTH,145.245239,-38.149502
165,Southern Metropolitan,Casey,3977,CRANBOURNE WEST,145.2678755,-38.0960867
166,Southern Metropolitan,Casey,3977,DEVON MEADOWS,145.302017,-38.161987
167,Southern Metropolitan,Casey,3177,DOVETON,145.240082,-37.99445
168,Southern Metropolitan,Casey,3802,ENDEAVOUR HILLS,145.2577854,-37.9758866
169,Southern Metropolitan,Casey,3177,EUMEMMERRING,145.2577854,-37.9758866
170,Southern Metropolitan,Casey,3803,HALLAM,145.270782,-38.018261
171,Southern Metropolitan,Casey,3976,HAMPTON PARK,145.2654193,-38.0319081
172,Southern Metropolitan,Casey,3806,HARKAWAY,145.343002,-38.000477
173,Southern Metropolitan,Casey,3977,JUNCTION VILLAGE,145.2931522,-38.1323617
174,Southern Metropolitan,Casey,3975,LYNBROOK,145.2593008,-38.0482722
175,Southern Metropolitan,Casey,3975,LYNDHURST,145.2439027,-38.0483076
176,Southern Metropolitan,Casey,3805,NARRE WARREN,145.30304,-38.027115
177,Southern Metropolitan,Casey,3804,NARRE WARREN EAST,145.362198,-37.963356
178,Southern Metropolitan,Casey,3804,NARRE WARREN NORTH,145.315674,-37.98074
179,Southern Metropolitan,Casey,3805,NARRE WARREN SOUTH,145.292831,-38.043255
180,Southern Metropolitan,Casey,3977,SANDHURST,145.2081497,-38.080621
181,Southern Metropolitan,Casey,3977,SKYE,145.211488,-38.1197382
182,Southern Metropolitan,Casey,3980,TOORADIN,145.380463,-38.214054
183,Southern Metropolitan,Casey,3980,WARNEET,145.308701,-38.224571
184,Southern Metropolitan,Frankston,3201,CARRUM DOWNS,145.1706992,-38.0975353
185,Southern Metropolitan,Frankston,3199,FRANKSTON,145.1224639,-38.1413993
186,Southern Metropolitan,Frankston,3200,FRANKSTON NORTH,145.147934,-38.123741
187,Southern Metropolitan,Frankston,3199,FRANKSTON SOUTH,145.1380565,-38.1649539
188,Southern Metropolitan,Frankston,3910,LANGWARRIN,145.18457,-38.15361
189,Southern Metropolitan,Frankston,3198,SEAFORD,145.1431018,-38.1115032
190,Southern Metropolitan,Glen Eira,3204,BENTLEIGH,145.035736,-37.918018
191,Southern Metropolitan,Glen Eira,3165,BENTLEIGH EAST,145.0597405,-37.9212454
192,Southern Metropolitan,Glen Eira,3163,CARNEGIE,145.056976,-37.889519
193,Southern Metropolitan,Glen Eira,3162,CAULFIELD,145.0228199,-37.8829136
194,Southern Metropolitan,Glen Eira,3161,CAULFIELD NORTH,145.024902,-37.872623
195,Southern Metropolitan,Glen Eira,3162,CAULFIELD SOUTH,145.0273108,-37.8959535
196,Southern Metropolitan,Glen Eira,3185,ELSTERNWICK,145.004776,-37.884819
197,Southern Metropolitan,Glen Eira,3185,GARDENVALE,145.0091884,-37.8979802
198,Southern Metropolitan,Glen Eira,3163,GLEN HUNTLY,145.043594,-37.889557
199,Southern Metropolitan,Glen Eira,3204,MCKINNON,145.037811,-37.911251
200,Southern Metropolitan,Glen Eira,3163,MURRUMBEENA,145.068176,-37.890118
201,Southern Metropolitan,Glen Eira,3167,OAKLEIGH SOUTH,145.0913933,-37.9250662
202,Southern Metropolitan,Glen Eira,3204,ORMOND,145.0412058,-37.9037922
203,Southern Metropolitan,Glen Eira,3185,RIPPONLEA,144.9953768,-37.8765733
204,Southern Metropolitan,Greater Dandenong,3175,BANGHOLME,145.1870226,-38.0373707
205,Southern Metropolitan,Greater Dandenong,3175,DANDENONG,145.2148612,-37.9874598
206,Southern Metropolitan,Greater Dandenong,3175,DANDENONG NORTH,145.208984,-37.965996
207,Southern Metropolitan,Greater Dandenong,3175,DANDENONG SOUTH,145.2155859,-38.0186341
208,Southern Metropolitan,Greater Dandenong,3172,DINGLEY VILLAGE,145.134323,-37.983768
209,Southern Metropolitan,Greater Dandenong,3173,KEYSBOROUGH,145.173828,-37.991673
210,Southern Metropolitan,Greater Dandenong,3174,NOBLE PARK,145.176483,-37.967365
211,Southern Metropolitan,Greater Dandenong,3174,NOBLE PARK NORTH,145.1919244,-37.9488012
212,Southern Metropolitan,Greater Dandenong,3171,SPRINGVALE,145.1521142,-37.9519166
213,Southern Metropolitan,Greater Dandenong,3172,SPRINGVALE SOUTH,145.1487651,-37.9710568
214,Southern Metropolitan,Kingston,3195,ASPENDALE,145.102295,-38.027016
215,Southern Metropolitan,Kingston,3195,ASPENDALE GARDENS,145.118073,-38.023232
216,Southern Metropolitan,Kingston,3196,BONBEACH,145.1203854,-38.0625964
217,Southern Metropolitan,Kingston,3195,BRAESIDE,145.1161805,-38.0003115
218,Southern Metropolitan,Kingston,3197,CARRUM,145.123199,-38.076027
219,Southern Metropolitan,Kingston,3196,CHELSEA,145.115906,-38.052059
220,Southern Metropolitan,Kingston,3196,CHELSEA HEIGHTS,145.115906,-38.052059
221,Southern Metropolitan,Kingston,3192,CHELTENHAM,145.055984,-37.964428
222,Southern Metropolitan,Kingston,3169,CLARINDA,145.1023779,-37.9414338
223,Southern Metropolitan,Kingston,3169,CLAYTON SOUTH,145.1332686,-37.939807
224,Southern Metropolitan,Kingston,3196,EDITHVALE,145.108734,-38.037907
225,Southern Metropolitan,Kingston,3202,HEATHERTON,145.100388,-37.956394
226,Southern Metropolitan,Kingston,3194,MENTONE,145.064728,-37.981903
227,Southern Metropolitan,Kingston,3189,MOORABBIN,145.037277,-37.934338
228,Southern Metropolitan,Kingston,3194,MOORABBIN AIRPORT,145.0915287,-37.9712332
229,Southern Metropolitan,Kingston,3195,MORDIALLOC,145.0863336,-38.0065242
230,Southern Metropolitan,Kingston,3195,PARKDALE,145.0761207,-37.9932879
231,Southern Metropolitan,Kingston,3197,PATTERSON LAKES,145.143341,-38.068523
232,Southern Metropolitan,Kingston,3195,WATERWAYS,145.1360868,-38.0158186
233,Southern Metropolitan,Mornington Peninsula,3936,ARTHURS SEAT,144.9519294,-38.353535
234,Southern Metropolitan,Mornington Peninsula,3926,BALNARRING,145.125992,-38.373798
235,Southern Metropolitan,Mornington Peninsula,3926,BALNARRING BEACH,145.125381,-38.390949
236,Southern Metropolitan,Mornington Peninsula,3911,BAXTER,145.1566765,-38.1951657
237,Southern Metropolitan,Mornington Peninsula,3918,BITTERN,145.173309,-38.340744
238,Southern Metropolitan,Mornington Peninsula,3942,BLAIRGOWRIE,144.777664,-38.361328
239,Southern Metropolitan,Mornington Peninsula,3939,BONEO,144.8873433,-38.4133706
240,Southern Metropolitan,Mornington Peninsula,3939,CAPE SCHANCK,144.9019741,-38.4620698
241,Southern Metropolitan,Mornington Peninsula,3919,CRIB POINT,145.2045925,-38.3653944
242,Southern Metropolitan,Mornington Peninsula,3936,DROMANA,144.962891,-38.333775
243,Southern Metropolitan,Mornington Peninsula,3939,FINGAL,144.8542709,-38.3963502
244,Southern Metropolitan,Mornington Peninsula,3929,FLINDERS,145.0163154,-38.4740378
245,Southern Metropolitan,Mornington Peninsula,3915,HASTINGS,145.190201,-38.307583
246,Southern Metropolitan,Mornington Peninsula,3920,HMAS CERBERUS,145.2093505,-38.3943242
247,Southern Metropolitan,Mornington Peninsula,3911,LANGWARRIN SOUTH,145.1822536,-38.1989831
248,Southern Metropolitan,Mornington Peninsula,3928,MAIN RIDGE,144.96843,-38.398895
249,Southern Metropolitan,Mornington Peninsula,3938,MCCRAE,144.9286135,-38.3486824
250,Southern Metropolitan,Mornington Peninsula,3916,MERRICKS,145.087006,-38.391197
251,Southern Metropolitan,Mornington Peninsula,3926,MERRICKS BEACH,145.1006164,-38.3997809
252,Southern Metropolitan,Mornington Peninsula,3926,MERRICKS NORTH,145.075165,-38.353825
253,Southern Metropolitan,Mornington Peninsula,3933,MOOROODUC,145.104767,-38.247169
254,Southern Metropolitan,Mornington Peninsula,3931,MORNINGTON,145.0389461,-38.2199828
255,Southern Metropolitan,Mornington Peninsula,3930,MOUNT ELIZA,145.0905876,-38.1829753
256,Southern Metropolitan,Mornington Peninsula,3934,MOUNT MARTHA,145.013916,-38.266975
257,Southern Metropolitan,Mornington Peninsula,3912,PEARCEDALE,145.232773,-38.201782
258,Southern Metropolitan,Mornington Peninsula,3916,POINT LEO,145.0756438,-38.4164015
259,Southern Metropolitan,Mornington Peninsula,3944,PORTSEA,144.7141685,-38.3202726
260,Southern Metropolitan,Mornington Peninsula,3937,RED HILL,145.011444,-38.369762
261,Southern Metropolitan,Mornington Peninsula,3937,RED HILL SOUTH,145.011444,-38.369762
262,Southern Metropolitan,Mornington Peninsula,3939,ROSEBUD,144.8900548,-38.3610208
263,Southern Metropolitan,Mornington Peninsula,3940,ROSEBUD WEST,144.8776139,-38.3632675
264,Southern Metropolitan,Mornington Peninsula,3941,RYE,144.8248398,-38.3708857
265,Southern Metropolitan,Mornington Peninsula,3936,SAFETY BEACH,144.987976,-38.317963
266,Southern Metropolitan,Mornington Peninsula,3916,SHOREHAM,145.0441678,-38.4279603
267,Southern Metropolitan,Mornington Peninsula,3927,SOMERS,145.165179,-38.3793743
268,Southern Metropolitan,Mornington Peninsula,3912,SOMERVILLE,145.177643,-38.22382
269,Southern Metropolitan,Mornington Peninsula,3943,SORRENTO,144.741409,-38.338531
270,Southern Metropolitan,Mornington Peninsula,3941,ST ANDREWS BEACH,144.8240473,-38.414933
271,Southern Metropolitan,Mornington Peninsula,3941,TOOTGAROOK,144.8553279,-38.3688406
272,Southern Metropolitan,Mornington Peninsula,3915,TUERONG,145.075348,-38.29031
273,Southern Metropolitan,Mornington Peninsula,3913,TYABB,145.189587,-38.2612962
274,Southern Metropolitan,Port Phillip,3206,ALBERT PARK,144.9540662,-37.8412071
275,Southern Metropolitan,Port Phillip,3183,BALACLAVA,144.9955037,-37.8690816
276,Southern Metropolitan,Port Phillip,3184,ELWOOD,144.983109,-37.882195
277,Southern Metropolitan,Port Phillip,3004,MELBOURNE,144.9749516,-37.8422995
278,Southern Metropolitan,Port Phillip,3206,MIDDLE PARK,144.9643313,-37.8494838
279,Southern Metropolitan,Port Phillip,3207,PORT MELBOURNE,144.9226452,-37.8315264
280,Southern Metropolitan,Port Phillip,3205,SOUTH MELBOURNE,144.9604333,-37.8323792
281,Southern Metropolitan,Port Phillip,3182,ST KILDA,144.9789807,-37.8675123
282,Southern Metropolitan,Port Phillip,3183,ST KILDA EAST,144.9789807,-37.8675123
283,Southern Metropolitan,Port Phillip,3182,ST KILDA WEST,144.9721989,-37.8601737
284,Southern Metropolitan,Stonnington,3143,ARMADALE,145.0221151,-37.8556312
285,Southern Metropolitan,Stonnington,3145,CAULFIELD EAST,145.0423175,-37.8778096
286,Southern Metropolitan,Stonnington,3148,CHADSTONE,145.0952034,-37.8878763
287,Southern Metropolitan,Stonnington,3144,KOOYONG,145.0332849,-37.8394338
288,Southern Metropolitan,Stonnington,3144,MALVERN,145.028336,-37.862072
289,Southern Metropolitan,Stonnington,3145,MALVERN EAST,145.0426625,-37.8752304
290,Southern Metropolitan,Stonnington,3181,PRAHRAN,144.993484,-37.851524
291,Southern Metropolitan,Stonnington,3141,SOUTH YARRA,144.9954424,-37.8400982
292,Southern Metropolitan,Stonnington,3142,TOORAK,145.0190242,-37.8432402
293,Southern Metropolitan,Stonnington,3181,WINDSOR,144.9927132,-37.8552382
294,Eastern Metropolitan,Boroondara,3147,ASHBURTON,145.0793853,-37.8633227
295,Eastern Metropolitan,Boroondara,3147,ASHWOOD,145.1053933,-37.8671694
296,Eastern Metropolitan,Boroondara,3103,BALWYN,145.0808684,-37.8127921
297,Eastern Metropolitan,Boroondara,3104,BALWYN NORTH,145.0879338,-37.7941151
298,Eastern Metropolitan,Boroondara,3124,CAMBERWELL,145.0693626,-37.8425667
299,Eastern Metropolitan,Boroondara,3126,CANTERBURY,145.082138,-37.824722
300,Eastern Metropolitan,Boroondara,3103,DEEPDENE,145.0680182,-37.8128071
301,Eastern Metropolitan,Boroondara,3146,GLEN IRIS,145.0573555,-37.8600094
302,Eastern Metropolitan,Boroondara,3122,HAWTHORN,145.0328017,-37.8222114
303,Eastern Metropolitan,Boroondara,3123,HAWTHORN EAST,145.0328017,-37.8222114
304,Eastern Metropolitan,Boroondara,3101,KEW,145.0328017,-37.803516
305,Eastern Metropolitan,Boroondara,3102,KEW EAST,145.0548502,-37.7922797
306,Eastern Metropolitan,Knox,3153,BAYSWATER,145.267944,-37.842567
307,Eastern Metropolitan,Knox,3153,BAYSWATER NORTH,145.296783,-37.8242081
308,Eastern Metropolitan,Knox,3155,BORONIA,145.2868885,-37.8625504
309,Eastern Metropolitan,Knox,3156,FERNTREE GULLY,145.295395,-37.883583
310,Eastern Metropolitan,Knox,3180,KNOXFIELD,145.249268,-37.894318
311,Eastern Metropolitan,Knox,3156,LYSTERFIELD,145.303299,-37.933109
312,Eastern Metropolitan,Knox,3156,LYSTERFIELD SOUTH,145.2726891,-37.9580726
313,Eastern Metropolitan,Knox,3178,ROWVILLE,145.2355354,-37.9191613
314,Eastern Metropolitan,Knox,3179,SCORESBY,145.230362,-37.898567
315,Eastern Metropolitan,Knox,3154,THE BASIN,145.315933,-37.856201
316,Eastern Metropolitan,Knox,3156,UPPER FERNTREE GULLY,145.3106034,-37.894025
317,Eastern Metropolitan,Knox,3152,WANTIRNA,145.2387263,-37.8608174
318,Eastern Metropolitan,Knox,3152,WANTIRNA SOUTH,145.237095,-37.8699492
319,Eastern Metropolitan,Manningham,3105,BULLEEN,145.0879338,-37.7660476
320,Eastern Metropolitan,Manningham,3108,DONCASTER,145.123583,-37.7887285
321,Eastern Metropolitan,Manningham,3109,DONCASTER EAST,145.148895,-37.788601
322,Eastern Metropolitan,Manningham,3111,DONVALE,145.1730256,-37.7896432
323,Eastern Metropolitan,Manningham,3113,NORTH WARRANDYTE,145.21637,-37.729187
324,Eastern Metropolitan,Manningham,3114,PARK ORCHARDS,145.21637,-37.729187
325,Eastern Metropolitan,Manningham,3106,TEMPLESTOWE,145.1486206,-37.7537669
326,Eastern Metropolitan,Manningham,3107,TEMPLESTOWE LOWER,145.1099967,-37.7641408
327,Eastern Metropolitan,Manningham,3113,WARRANDYTE,145.218887,-37.738014
328,Eastern Metropolitan,Manningham,3115,WONGA PARK,145.2670148,-37.7394236
