ACCIDENT_NO,NODE_ID,COMPLEX_INT_NO
T20070001712,29387,9521
T20070001823,587,5727
T20070001931,49791,7676
T20070001945,39227,5325
T20070001958,49818,7687
T20070001989,56013,5146
T20070002086,56109,8790
T20070002133,35315,6521
T20070002191,36210,9380
T20070002200,36796,6629
T20070002240,47518,100452
T20070002250,42815,6544
T20070002328,56172,101833
T20070002359,17722,3096
T20070002363,29386,9310
T20070002436,51496,4146
T20070002443,40894,5585
T20070002575,40564,5486
T20070002618,1246,9208
T20070002720,169,9409
T20070002722,929,6871
T20070002723,57489,5478
T20070002739,44636,9062
T20070002779,36321,6357
T20070002784,43096,6363
T20070002812,37713,9589
T20070002879,46908,9250
T20070002903,41927,5845
T20070002975,37587,9601
T20070003010,38242,8686
T20070003013,42474,6195
T20070003015,49152,6061
T20070003032,1323,8786
T20070003055,35407,9645
T20070003067,36160,6944
T20070003086,29755,8696
T20070003100,43444,6941
T20070003102,41244,8949
T20070003161,40500,5586
T20070003175,45938,9433
T20070003300,35620,6513
T20070003325,46695,6177
T20070003366,1177,6805
T20070003398,40816,5467
T20070003433,29416,9498
T20070003444,1246,9208
T20070003476,40918,5606
T20070003476,40918,101832
T20070003494,29744,7045
T20070003540,29591,9695
T20070003558,35546,5856
T20070003580,56309,9370
T20070003593,50099,7770
T20070003594,36160,6944
T20070003595,36945,9514
T20070003638,383,5570
T20070003692,29396,9434
T20070003710,1246,9208
T20070003817,43879,6865
T20070003821,48928,102852
T20070003854,534,5290
T20070003862,57530,5752
T20070003896,242,9558
T20070003935,35642,7050
T20070004088,29491,9092
T20070004112,29813,9204
T20070004174,50218,7830
T20070004195,478,5278
T20070004211,40849,5495
T20070004219,50057,7753
T20070004265,54453,9543
T20070004267,35379,7785
T20070004299,49974,7726
T20070004300,478,5278
T20070004302,41770,6136
T20070004338,45344,9144
T20070004358,41264,6019
T20070004377,36173,6718
T20070004418,38315,8764
T20070004475,57661,7800
T20070004478,627,5482
T20070004553,29832,9237
T20070004574,15406,7740
T20070004663,478,5278
T20070004698,50148,101080
T20070004702,39715,5186
T20070004707,54488,2302
T20070004710,35784,7797
T20070004756,222082,4082
T20070004784,43632,6686
T20070004799,56175,2375
T20070004813,29877,6764
T20070004819,830,6399
T20070004878,41819,6034
T20070004963,49662,7614
T20070004967,41941,5770
T20070004999,41762,6133
T20070005022,39504,5364
T20070005054,36220,9300
T20070005057,42828,9061
T20070005095,46695,6177
T20070005140,50099,7770
T20070005164,43152,6443
T20070005175,36206,9344
T20070005180,54800,9261
T20070005188,29836,9447
T20070005192,56311,101025
T20070005222,41965,5900
T20070005257,29609,5468
T20070005282,29813,9204
T20070005356,36782,6652
T20070005383,29387,9521
T20070005403,49451,4309
T20070005416,29743,7064
T20070005472,323,101853
T20070005482,83,9402
T20070005503,39586,5387
T20070005513,57521,5695
T20070005705,43935,102895
T20070005728,44382,9718
T20070005741,209440,5641
T20070005754,37600,9651
T20070005811,56564,101426
T20070005853,42467,6240
T20070005866,208133,1006
T20070005877,37691,100450
T20070005963,19446,4197
T20070005975,222082,4082
T20070006005,35642,7050
T20070006032,42451,6172
T20070006089,56036,6886
T20070006251,39785,5416
T20070006274,40914,5743
T20070006311,210332,9074
T20070006325,40934,5533
T20070006419,42788,6421
T20070006434,40175,5637
T20070006526,35993,9262
T20070006565,43242,102177
T20070006570,46554,8892
T20070006587,41666,6037
T20070006592,55241,7630
T20070006620,44001,7079
T20070006676,53184,1001
T20070006676,53184,9392
T20070006691,43981,7069
T20070006721,35841,2307
T20070006778,36212,6564
T20070006912,45885,6341
T20070006922,37362,8831
T20070006955,44601,8854
T20070006977,41001,5702
T20070007024,36210,9380
T20070007025,39578,5335
T20070007031,53067,100669
T20070007044,40803,5475
T20070007095,71201,6742
T20070007109,41559,5974
T20070007119,29836,9447
T20070007191,44465,7789
T20070007245,793,1000
T20070007245,793,6245
T20070007263,42043,6196
T20070007269,56060,9073
T20070007276,371,9608
T20070007311,46084,9549
T20070007313,222123,1027
T20070007362,40724,5449
T20070007365,29364,9306
T20070007380,39553,5310
T20070007436,49240,2370
T20070007442,54453,9543
T20070007499,44601,8854
T20070007517,40838,5655
T20070007524,41786,6095
T20070007566,793,1000
T20070007566,793,6245
T20070007581,50655,8000
T20070007705,41745,6126
T20070007792,52060,1126
T20070007814,534,5290
T20070008063,38198,8784
T20070008072,795,6148
T20070008074,42026,6219
T20070008105,40857,9037
T20070008130,50217,7832
T20070008172,37590,9626
T20070008189,1246,9208
T20070008206,35465,5351
T20070008324,39679,5443
T20070008332,36693,9363
T20070008483,35465,5351
T20070008522,39801,5408
T20070008637,56074,6660
T20070008660,29836,9447
T20070008709,43160,6468
T20070008751,37753,8690
T20070008786,56077,7739
T20070008811,627,5482
T20070008828,54721,8022
T20070008841,40612,5613
T20070008867,36693,9363
T20070008922,38993,5227
T20070009000,56087,1175
T20070009032,39759,5226
T20070009088,29877,6764
T20070009149,29746,6662
T20070009161,35368,100433
T20070009289,49680,7621
T20070009315,45002,9241
T20070009371,37712,9585
T20070009394,35465,5351
T20070009421,51145,3181
T20070009512,29836,9447
T20070009514,40863,5490
T20070009560,22,9361
T20070009577,36138,6452
T20070009582,36321,6357
T20070009620,119,9612
T20070009714,43419,6901
T20070009753,35314,7184
T20070009875,40863,5490
T20070010072,29395,8901
T20070010106,43081,6397
T20070010129,70797,6557
T20070010180,41018,5589
T20070010181,40315,5554
T20070010204,36210,9380
T20070010242,44220,8616
T20070010304,53513,1254
T20070010353,43854,6826
T20070010457,39793,5414
T20070010493,46695,6177
T20070010605,249,9522
T20070010665,540,1019
T20070010667,56120,100833
T20070010674,37161,9495
T20070010676,37894,9123
T20070010769,42802,6398
T20070010779,43567,7053
T20070010807,47111,9660
T20070010881,29565,5378
T20070010904,49915,101870
T20070010948,29470,5500
T20070010998,37066,9501
T20070011013,50193,7821
T20070011121,40905,5459
T20070011124,38499,9509
T20070011138,55445,101696
T20070011245,40903,5456
T20070011253,296291,6896
T20070011288,29364,9306
T20070011338,212715,9096
T20070011426,40500,5586
T20070011454,54508,5679
T20070011459,33032,6757
T20070011495,30032,2342
T20070011586,35408,9657
T20070011602,793,1000
T20070011602,793,6245
T20070011651,50273,7892
T20070011721,37911,9259
T20070011744,36651,6654
T20070011864,39886,9621
T20070011914,876,6431
T20070011989,29396,9434
T20070011999,29836,9447
T20070012049,210659,6662
T20070012055,47542,9577
T20070012119,41888,5944
T20070012144,43632,6686
T20070012162,43441,6933
T20070012216,53316,1194
T20070012232,42815,6544
T20070012239,41745,6126
T20070012283,41910,5898
T20070012291,38220,8669
T20070012311,46658,101111
T20070012321,41841,5782
T20070012323,29404,6679
T20070012355,36782,6652
T20070012369,56125,4159
T20070012517,56426,6895
T20070012550,40500,5586
T20070012554,50311,7926
T20070012578,47390,100836
T20070012581,50311,7926
T20070012600,36969,5766
T20070012607,1323,8786
T20070012623,36746,1351
T20070012678,45189,8807
T20070012680,35620,6513
T20070012747,41965,5900
T20070012802,29920,7844
T20070012855,36291,9428
T20070012891,39562,5355
T20070012931,919,6906
T20070012959,119,9612
T20070012976,37261,9497
T20070013084,47464,7690
T20070013119,43107,6576
T20070013149,44338,8668
T20070013304,44465,7789
T20070013399,38688,9403
T20070013401,37753,8690
T20070013495,41876,5953
T20070013523,29386,9310
T20070013575,52933,2387
T20070013582,127,8920
T20070013631,36321,6357
T20070013635,41812,5764
T20070013641,53325,1221
T20070013667,46665,9009
T20070013719,40577,5680
T20070013751,42405,6190
T20070013755,36261,9420
T20070013826,56363,101912
T20070013922,52110,1168
T20070014033,38989,5430
T20070014175,36210,9380
T20070014218,44484,8956
T20070014304,38688,9403
T20070014323,43286,6690
T20070014449,160,9345
T20070014457,35627,6675
T20070014510,39338,5375
T20070014629,43584,7057
T20070014646,37697,5578
T20070014662,41896,5783
T20070014664,56123,7921
T20070014666,42744,6382
T20070014706,65993,5340
T20070014708,47131,6853
T20070014724,47761,9345
T20070014754,43287,6699
T20070014796,57305,4161
T20070014811,53356,5006
T20070014831,49211,1269
T20070014850,35636,1022
T20070014962,41224,6108
T20070015016,43443,6942
T20070015050,56141,2112
T20070015101,42157,6253
T20070015122,40857,9037
T20070015125,49277,2362
T20070015207,42467,6240
T20070015214,29592,9671
T20070015231,64831,9311
T20070015296,41244,8949
T20070015396,1175,6804
T20070015430,612,5608
T20070015484,43219,6701
T20070015509,29564,5204
T20070015550,41268,6123
T20070015570,38620,9454
T20070015835,56157,6639
T20070015910,44047,8928
T20070015924,43147,6436
T20070015948,1248,8779
T20070016087,40926,5656
T20070016108,56155,1222
T20070016129,24804,6803
T20070016252,29395,8901
T20070016326,42197,6313
T20070016354,29869,9737
T20070016411,40803,5475
T20070016413,14474,6648
T20070016427,1016,6855
T20070016508,46387,7716
T20070016535,1323,8786
T20070016540,36838,6715
T20070016672,45878,100685
T20070016689,29416,9498
T20070016785,1170,6767
T20070016876,41977,5929
T20070016904,37618,102902
T20070016987,19575,4145
T20070017024,32860,6553
T20070017071,43779,1021
T20070017117,46327,6362
T20070017135,50443,1378
T20070017149,29798,8982
T20070017226,40863,5490
T20070017328,39846,5297
T20070017376,56393,5177
T20070017479,46278,6011
T20070017542,41870,5989
T20070017576,50530,7570
T20070017591,50682,101225
T20070017601,35778,1028
T20070017643,40045,8989
T20070017663,35642,7050
T20070017670,43863,6741
T20070017675,42590,6344
T20070017700,45642,9282
T20070017759,41003,8877
T20070017775,37788,5524
T20070017787,41812,5764
T20070017792,35780,7704
T20070017880,41896,5783
T20070017895,37793,9104
T20070017941,12930,9710
T20070017995,56191,9444
T20070018016,38315,8764
T20070018102,40903,5456
T20070018117,35643,7036
T20070018132,899,6833
T20070018142,35791,1343
T20070018168,37894,9123
T20070018200,38410,5087
T20070018213,41713,5798
T20070018257,59011,3109
T20070018283,41896,5783
T20070018300,49992,7731
T20070018484,40177,5684
T20070018488,29416,9498
T20070018497,35416,5594
T20070018528,612,5608
T20070018547,1168,6740
T20070018561,44081,7155
T20070018567,36982,9575
T20070018606,51550,4157
T20070018633,45175,1313
T20070018642,29387,9521
T20070018649,39475,5371
T20070018676,36291,9428
T20070018726,48656,100085
T20070018727,29365,9306
T20070018750,36518,9293
T20070018784,41585,5942
T20070018803,29549,5329
T20070018809,56222,1134
T20070018841,45189,8807
T20070018860,249,9522
T20070018880,36230,9419
T20070018921,899,6833
T20070018924,43441,6933
T20070019058,42919,6379
T20070019070,56189,2430
T20070019136,56192,101410
T20070019140,38993,5227
T20070019199,47042,9363
T20070019206,1311,8708
T20070019290,37482,8529
T20070019316,48604,7001
T20070019404,37750,5615
T20070019425,38477,5048
T20070019471,36984,8845
T20070019715,35679,9034
T20070019791,42812,6404
T20070019796,38228,8664
T20070019829,42411,6246
T20070019853,1248,8779
T20070019879,43286,6690
T20070019993,41847,6058
T20070019999,57284,3105
T20070020025,169,9409
T20070020027,37633,102899
T20070020109,35330,6598
T20070020134,37741,5511
T20070020240,56192,101410
T20070020262,612,5608
T20070020269,37531,8685
T20070020275,83,9402
T20070020293,56434,8629
T20070020304,37980,9097
T20070020448,36019,9153
T20070020478,39339,5369
T20070020486,55348,3118
T20070020584,72356,1010
T20070020617,46312,9148
T20070020634,1178,6799
T20070020691,50226,7844
T20070020718,36994,9558
T20070020719,29836,9447
T20070020721,29448,9748
T20070020817,55791,6354
T20070020830,1248,8779
T20070020889,49538,2432
T20070020959,43973,7093
T20070020964,43633,6600
T20070020983,35546,5856
T20070021101,53254,1268
T20070021142,78,9515
T20070021279,49187,1234
T20070021308,44370,9746
T20070021329,57918,5823
T20070021346,22519,102897
T20070021399,35379,7785
T20070021445,46221,6333
T20070021493,36796,6629
T20070021506,986,6708
T20070021538,55599,1271
T20070021554,729,5872
T20070021565,40858,5669
T20070021633,209832,9068
T20070021701,42451,6172
T20070021802,917,6908
T20070021908,36798,9583
T20070021963,41916,5834
T20070022052,39556,5310
T20070022181,10592,1000
T20070022314,29836,9447
T20070022318,53892,7667
T20070022327,209767,6571
T20070022338,60742,102782
T20070022384,56435,7737
T20070022437,56125,4159
T20070022460,17632,3147
T20070022477,44925,9078
T20070022496,46003,6683
T20070022517,899,6833
T20070022579,46350,100822
T20070022712,44242,8645
T20070022727,55077,100393
T20070022744,36221,9332
T20070022755,323,101853
T20070022782,36209,6997
T20070022792,52859,2365
T20070022884,38206,8809
T20070022962,40137,101130
T20070023008,39361,5319
T20070023029,38241,8689
T20070023058,47464,7690
T20070023074,57542,5878
T20070023086,47892,9710
T20070023104,56263,7743
T20070023134,43287,6699
T20070023191,40857,9037
T20070023243,55242,9418
T20070023252,37894,9123
T20070023319,38670,9517
T20070023348,14474,6648
T20070023383,792,6188
T20070023420,38933,5362
T20070023470,39540,5265
T20070023483,890,6631
T20070023529,38892,5396
T20070023533,38268,8725
T20070023576,39561,5334
T20070023582,57539,5865
T20070023681,43567,7053
T20070023730,36160,6944
T20070023742,36321,6357
T20070023879,260,102903
T20070023881,43691,8547
T20070023899,38241,8689
T20070023988,39060,5255
T20070024044,43287,6699
T20070024112,44793,2112
T20070024124,40910,5696
T20070024145,249,9522
T20070024174,36210,9380
T20070024193,55791,6354
T20070024203,36475,5938
T20070024254,19492,4036
T20070024306,43633,6600
T20070024308,52125,1177
T20070024391,262991,5092
T20070024450,38449,5158
T20070024453,53680,6284
T20070024518,41735,101108
T20070024526,29372,9309
T20070024660,29794,6759
T20070024718,10592,1000
T20070024733,14111,101214
T20070024747,42815,6544
T20070024767,38662,102130
T20070024814,70548,6491
T20070024845,43564,7058
T20070024865,36900,6643
T20070024878,868,6542
T20070024914,37302,9489
T20070024919,38576,1004
T20070024950,56266,9084
T20070024986,54089,6240
T20070025068,56603,102075
T20070025115,46278,6011
T20070025120,38688,9403
T20070025143,45002,9241
T20070025172,35546,5856
T20070025236,41936,5879
T20070025270,40961,5457
T20070025285,43217,9058
T20070025291,27760,6766
T20070025317,66830,5507
T20070025409,41890,5957
T20070025688,44222,8626
T20070025735,57654,6972
T20070025792,91659,5557
T20070025805,49683,1003
T20070025810,54630,1172
T20070025822,43027,6462
T20070025853,14016,9744
T20070025864,39558,5337
T20070025878,37953,101070
T20070025882,40914,5743
T20070025891,795,6148
T20070025899,36230,9419
T20070025976,48134,102816
T20070026044,29998,2319
T20070026099,29700,6568
T20070026100,35451,8775
T20070026119,50210,7829
T20070026157,44993,3137
T20070026208,50179,7811
T20070026221,43287,6699
T20070026268,36475,5938
T20070026328,892,6663
T20070026341,673,5963
T20070026350,57539,5865
T20070026379,56399,6246
T20070026380,211396,6000
T20070026412,39708,5248
T20070026417,43584,7057
T20070026420,531,1015
T20070026454,43567,7053
T20070026483,38220,8669
T20070026501,37962,9095
T20070026602,29386,9310
T20070026675,57296,100095
T20070026798,39715,5186
T20070026821,1246,9208
T20070026828,38220,8669
T20070026843,43096,6363
T20070026856,56604,101069
T20070027002,47157,100030
T20070027005,43680,8534
T20070027025,56459,8573
T20070027093,38268,8725
T20070027099,38556,8687
T20070027105,43975,7105
T20070027146,52839,2337
T20070027146,52839,101000
T20070027170,45878,100685
T20070027187,42147,6332
T20070027237,56465,2107
T20070027251,36830,5965
T20070027251,36830,100422
T20070027312,45118,9256
T20070027341,71201,6742
T20070027346,40399,5718
T20070027396,29746,6662
T20070027482,56611,7887
T20070027500,29908,8606
