ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
T20180003001,1,Dry,1
T20180003002,1,Dry,1
T20180003006,1,Dry,0
T20180003008,1,Dry,1
T20180003010,2,Wet,1
T20180003010,3,Muddy,2
T20180003013,1,Dry,1
T20180003014,1,Dry,1
T20180003015,1,Dry,1
T20180003016,1,Dry,1
T20180003019,1,Dry,1
T20180003021,1,Dry,1
T20180003023,1,Dry,1
T20180003024,1,Dry,1
T20180003025,1,Dry,1
T20180003026,9,Unknown,0
T20180003028,1,Dry,1
T20180003035,1,Dry,1
T20180003036,1,Dry,1
T20180003037,1,Dry,1
T20180003038,1,Dry,1
T20180003039,1,Dry,0
T20180003040,1,Dry,1
T20180003044,1,Dry,1
T20180003049,1,Dry,1
T20180003051,1,Dry,0
T20180003052,1,Dry,1
T20180003053,1,Dry,1
T20180003054,1,Dry,1
T20180003058,1,Dry,1
T20180003061,1,Dry,1
T20180003062,1,Dry,1
T20180003063,1,Dry,1
T20180003064,1,Dry,1
T20180003066,1,Dry,1
T20180003067,1,Dry,0
T20180003069,1,Dry,0
T20180003070,1,Dry,0
T20180003072,1,Dry,1
T20180003075,1,Dry,1
T20180003076,1,Dry,1
T20180003077,1,Dry,0
T20180003079,1,Dry,1
T20180003081,1,Dry,1
T20180003084,9,Unknown,1
T20180003089,1,Dry,1
T20180003090,1,Dry,0
T20180003091,1,Dry,1
T20180003094,1,Dry,0
T20180003095,1,Dry,1
T20180003096,1,Dry,1
T20180003099,1,Dry,1
T20180003101,1,Dry,1
T20180003102,1,Dry,1
T20180003103,1,Dry,1
T20180003105,1,Dry,0
T20180003106,1,Dry,1
T20180003107,1,Dry,1
T20180003108,1,Dry,0
T20180003110,1,Dry,1
T20180003114,1,Dry,1
T20180003115,1,Dry,1
T20180003118,1,Dry,1
T20180003121,1,Dry,1
T20180003123,1,Dry,1
T20180003125,1,Dry,1
T20180003128,1,Dry,1
T20180003130,1,Dry,1
T20180003131,1,Dry,1
T20180003132,1,Dry,1
T20180003137,1,Dry,1
T20180003138,1,Dry,0
T20180003141,1,Dry,1
T20180003142,1,Dry,1
T20180003144,1,Dry,1
T20180003146,1,Dry,1
T20180003150,1,Dry,1
T20180003151,1,Dry,1
T20180003154,1,Dry,0
T20180003157,1,Dry,1
T20180003158,1,Dry,1
T20180003159,1,Dry,1
T20180003166,1,Dry,1
T20180003170,1,Dry,1
T20180003171,1,Dry,1
T20180003172,1,Dry,1
T20180003174,1,Dry,1
T20180003177,2,Wet,0
T20180003178,1,Dry,0
T20180003181,1,Dry,0
T20180003183,1,Dry,1
T20180003185,1,Dry,0
T20180003186,1,Dry,1
T20180003187,1,Dry,1
T20180003188,1,Dry,1
T20180003189,9,Unknown,1
T20180003193,1,Dry,1
T20180003194,1,Dry,1
T20180003196,1,Dry,1
T20180003197,1,Dry,1
T20180003198,1,Dry,0
T20180003199,1,Dry,0
T20180003201,1,Dry,1
T20180003208,1,Dry,1
T20180003209,1,Dry,0
T20180003210,1,Dry,1
T20180003211,1,Dry,0
T20180003212,1,Dry,1
T20180003215,1,Dry,1
T20180003220,1,Dry,0
T20180003223,1,Dry,1
T20180003224,1,Dry,1
T20180003229,1,Dry,1
T20180003232,1,Dry,1
T20180003233,1,Dry,0
T20180003235,1,Dry,1
T20180003236,1,Dry,1
T20180003239,1,Dry,0
T20180003241,1,Dry,1
T20180003242,1,Dry,1
T20180003243,1,Dry,1
T20180003246,1,Dry,1
T20180003247,1,Dry,1
T20180003250,1,Dry,1
T20180003251,1,Dry,1
T20180003252,1,Dry,1
T20180003254,1,Dry,1
T20180003255,9,Unknown,0
T20180003256,1,Dry,1
T20180003257,1,Dry,1
T20180003260,1,Dry,1
T20180003262,1,Dry,1
T20180003263,9,Unknown,1
T20180003266,1,Dry,0
T20180003269,1,Dry,1
T20180003270,1,Dry,1
T20180003275,1,Dry,0
T20180003276,1,Dry,0
T20180003277,9,Unknown,1
T20180003279,9,Unknown,1
T20180003280,1,Dry,1
T20180003283,1,Dry,1
T20180003284,1,Dry,1
T20180003287,1,Dry,1
T20180003288,1,Dry,1
T20180003289,1,Dry,1
T20180003290,1,Dry,1
T20180003291,1,Dry,1
T20180003295,1,Dry,0
T20180003297,1,Dry,1
T20180003302,1,Dry,1
T20180003305,1,Dry,1
T20180003310,1,Dry,1
T20180003319,1,Dry,0
T20180003322,1,Dry,0
T20180003324,1,Dry,1
T20180003327,1,Dry,1
T20180003328,1,Dry,0
T20180003333,1,Dry,1
T20180003336,1,Dry,0
T20180003337,1,Dry,1
T20180003338,1,Dry,1
T20180003339,1,Dry,1
T20180003340,1,Dry,0
T20180003341,1,Dry,1
T20180003342,1,Dry,1
T20180003345,1,Dry,1
T20180003346,1,Dry,1
T20180003347,1,Dry,1
T20180003352,1,Dry,0
T20180003353,1,Dry,1
T20180003355,1,Dry,1
T20180003356,1,Dry,1
T20180003357,1,Dry,1
T20180003358,1,Dry,1
T20180003359,1,Dry,1
T20180003361,1,Dry,0
T20180003363,1,Dry,1
T20180003365,1,Dry,0
T20180003366,1,Dry,1
T20180003367,9,Unknown,1
T20180003371,1,Dry,1
T20180003372,1,Dry,1
T20180003374,1,Dry,1
T20180003382,1,Dry,1
T20180003389,1,Dry,1
T20180003390,1,Dry,1
T20180003393,1,Dry,0
T20180003397,1,Dry,1
T20180003398,1,Dry,1
T20180003400,1,Dry,1
T20180003402,1,Dry,1
T20180003403,2,Wet,1
T20180003404,1,Dry,0
T20180003406,1,Dry,1
T20180003408,1,Dry,1
T20180003410,1,Dry,1
T20180003411,1,Dry,1
T20180003412,1,Dry,1
T20180003413,1,Dry,0
T20180003415,1,Dry,0
T20180003416,1,Dry,1
T20180003418,1,Dry,1
T20180003420,9,Unknown,1
T20180003424,1,Dry,1
T20180003425,1,Dry,1
T20180003429,1,Dry,1
T20180003432,1,Dry,1
T20180003435,5,Icy,1
T20180003436,1,Dry,0
T20180003439,1,Dry,1
T20180003441,9,Unknown,1
T20180003444,2,Wet,1
T20180003445,1,Dry,0
T20180003446,1,Dry,0
T20180003449,1,Dry,1
T20180003453,1,Dry,1
T20180003460,1,Dry,1
T20180003465,1,Dry,1
T20180003468,1,Dry,1
T20180003469,1,Dry,1
T20180003473,1,Dry,1
T20180003474,1,Dry,1
T20180003475,1,Dry,1
T20180003477,1,Dry,0
T20180003479,1,Dry,1
T20180003483,2,Wet,0
T20180003485,1,Dry,1
T20180003486,1,Dry,1
T20180003492,1,Dry,1
T20180003493,1,Dry,1
T20180003494,1,Dry,1
T20180003495,1,Dry,1
T20180003497,1,Dry,1
T20180003499,1,Dry,1
T20180003501,1,Dry,0
T20180003506,1,Dry,0
T20180003509,1,Dry,0
T20180003510,1,Dry,1
T20180003512,1,Dry,1
T20180003514,1,Dry,0
T20180003516,1,Dry,1
T20180003517,1,Dry,1
T20180003518,1,Dry,0
T20180003519,1,Dry,1
T20180003521,1,Dry,1
T20180003526,1,Dry,1
T20180003528,1,Dry,1
T20180003532,1,Dry,1
T20180003533,1,Dry,1
T20180003534,2,Wet,1
T20180003535,1,Dry,0
T20180003536,1,Dry,0
T20180003537,1,Dry,1
T20180003539,1,Dry,1
T20180003540,1,Dry,1
T20180003543,1,Dry,1
T20180003545,1,Dry,1
T20180003546,1,Dry,1
T20180003547,1,Dry,1
T20180003548,2,Wet,1
T20180003549,1,Dry,1
T20180003550,1,Dry,1
T20180003552,2,Wet,1
T20180003555,1,Dry,1
T20180003556,1,Dry,1
T20180003558,1,Dry,1
T20180003562,1,Dry,1
T20180003566,1,Dry,1
T20180003570,1,Dry,1
T20180003571,1,Dry,1
T20180003572,2,Wet,1
T20180003574,1,Dry,1
T20180003575,2,Wet,1
T20180003576,1,Dry,1
T20180003577,9,Unknown,0
T20180003578,1,Dry,0
T20180003579,1,Dry,1
T20180003580,1,Dry,0
T20180003582,1,Dry,1
T20180003584,2,Wet,0
T20180003588,1,Dry,1
T20180003589,1,Dry,1
T20180003590,1,Dry,0
T20180003591,1,Dry,1
T20180003595,1,Dry,1
T20180003596,1,Dry,1
T20180003599,1,Dry,1
T20180003600,1,Dry,1
T20180003604,1,Dry,1
T20180003606,2,Wet,1
T20180003608,1,Dry,1
T20180003610,2,Wet,1
T20180003611,1,Dry,1
T20180003614,1,Dry,0
T20180003616,1,Dry,1
T20180003618,1,Dry,1
T20180003619,1,Dry,1
T20180003621,1,Dry,0
T20180003624,1,Dry,0
T20180003628,1,Dry,1
T20180003630,1,Dry,1
T20180003637,1,Dry,1
T20180003638,1,Dry,1
T20180003640,1,Dry,0
T20180003641,1,Dry,1
T20180003642,1,Dry,1
T20180003643,1,Dry,1
T20180003645,1,Dry,0
T20180003647,1,Dry,1
T20180003648,1,Dry,1
T20180003649,9,Unknown,1
T20180003650,1,Dry,1
T20180003654,1,Dry,0
T20180003658,1,Dry,1
T20180003663,1,Dry,1
T20180003664,5,Icy,1
T20180003666,1,Dry,0
T20180003669,1,Dry,1
T20180003670,1,Dry,1
T20180003675,1,Dry,0
T20180003676,1,Dry,0
T20180003679,1,Dry,1
T20180003680,1,Dry,1
T20180003681,1,Dry,1
T20180003687,1,Dry,1
T20180003688,1,Dry,1
T20180003690,1,Dry,0
T20180003691,1,Dry,0
T20180003692,1,Dry,0
T20180003693,1,Dry,1
T20180003696,1,Dry,1
T20180003699,1,Dry,1
T20180003702,1,Dry,1
T20180003703,1,Dry,1
T20180003707,1,Dry,1
T20180003711,9,Unknown,1
T20180003712,1,Dry,0
T20180003713,9,Unknown,1
T20180003716,1,Dry,1
T20180003717,1,Dry,1
T20180003718,1,Dry,1
T20180003719,1,Dry,1
T20180003720,1,Dry,0
T20180003725,1,Dry,1
T20180003727,1,Dry,1
T20180003728,1,Dry,1
T20180003730,1,Dry,1
T20180003731,1,Dry,1
T20180003733,9,Unknown,0
T20180003734,1,Dry,0
T20180003735,1,Dry,1
T20180003736,1,Dry,1
T20180003737,1,Dry,1
T20180003739,1,Dry,0
T20180003740,1,Dry,1
T20180003742,2,Wet,1
T20180003744,1,Dry,1
T20180003746,9,Unknown,1
T20180003747,1,Dry,1
T20180003749,1,Dry,1
T20180003750,1,Dry,0
T20180003751,1,Dry,1
T20180003752,1,Dry,1
T20180003753,1,Dry,1
T20180003755,1,Dry,0
T20180003756,1,Dry,1
T20180003760,1,Dry,1
T20180003761,1,Dry,0
T20180003767,1,Dry,1
T20180003769,1,Dry,1
T20180003770,1,Dry,1
T20180003771,9,Unknown,1
T20180003772,1,Dry,1
T20180003773,1,Dry,1
T20180003776,1,Dry,1
T20180003779,2,Wet,1
T20180003780,1,Dry,0
T20180003781,1,Dry,1
T20180003782,1,Dry,1
T20180003784,1,Dry,1
T20180003785,1,Dry,1
T20180003787,1,Dry,0
T20180003788,1,Dry,0
T20180003792,1,Dry,1
T20180003795,1,Dry,1
T20180003796,1,Dry,1
T20180003797,1,Dry,1
T20180003799,1,Dry,1
T20180003800,1,Dry,1
T20180003802,1,Dry,1
T20180003803,1,Dry,1
T20180003804,1,Dry,1
T20180003806,1,Dry,1
T20180003807,1,Dry,0
T20180003808,1,Dry,1
T20180003809,1,Dry,0
T20180003810,1,Dry,1
T20180003811,1,Dry,1
T20180003812,1,Dry,1
T20180003813,1,Dry,1
T20180003814,1,Dry,1
T20180003816,1,Dry,1
T20180003817,1,Dry,0
T20180003819,1,Dry,0
T20180003820,1,Dry,1
T20180003821,1,Dry,1
T20180003823,1,Dry,1
T20180003824,1,Dry,1
T20180003827,1,Dry,1
T20180003828,1,Dry,1
T20180003829,1,Dry,1
T20180003830,1,Dry,1
T20180003833,1,Dry,1
T20180003834,1,Dry,0
T20180003835,1,Dry,0
T20180003836,1,Dry,1
T20180003837,9,Unknown,1
T20180003838,1,Dry,1
T20180003839,1,Dry,1
T20180003840,1,Dry,1
T20180003843,1,Dry,1
T20180003844,1,Dry,0
T20180003852,1,Dry,1
T20180003854,1,Dry,1
T20180003857,1,Dry,1
T20180003859,1,Dry,0
T20180003861,1,Dry,0
T20180003862,1,Dry,1
T20180003864,1,Dry,0
T20180003865,1,Dry,1
T20180003867,1,Dry,1
T20180003869,1,Dry,0
T20180003870,1,Dry,0
T20180003872,9,Unknown,0
T20180003874,1,Dry,0
T20180003876,1,Dry,1
T20180003877,1,Dry,1
T20180003881,1,Dry,1
T20180003882,9,Unknown,1
T20180003887,1,Dry,1
T20180003889,1,Dry,1
T20180003890,1,Dry,1
T20180003891,1,Dry,1
T20180003892,1,Dry,1
T20180003893,1,Dry,1
T20180003894,1,Dry,0
T20180003899,1,Dry,0
T20180003904,1,Dry,1
T20180003905,1,Dry,0
T20180003906,2,Wet,1
T20180003910,1,Dry,0
T20180003912,2,Wet,1
T20180003913,1,Dry,1
T20180003914,1,Dry,1
T20180003915,2,Wet,1
T20180003916,1,Dry,1
T20180003917,1,Dry,1
T20180003919,1,Dry,1
T20180003921,1,Dry,0
T20180003924,1,Dry,1
T20180003927,1,Dry,1
T20180003928,1,Dry,1
T20180003930,1,Dry,1
T20180003935,2,Wet,1
T20180003939,2,Wet,1
T20180003940,1,Dry,1
T20180003941,1,Dry,1
T20180003942,9,Unknown,1
T20180003947,1,Dry,0
T20180003950,1,Dry,1
T20180003952,1,Dry,1
T20180003954,1,Dry,1
T20180003955,1,Dry,1
T20180003957,1,Dry,0
T20180003958,1,Dry,0
T20180003960,1,Dry,1
T20180003964,1,Dry,1
T20180003968,1,Dry,0
T20180003971,2,Wet,1
T20180003972,1,Dry,0
T20180003973,1,Dry,1
T20180003974,1,Dry,1
T20180003976,1,Dry,1
T20180003977,1,Dry,0
T20180003978,1,Dry,1
T20180003979,1,Dry,1
T20180003980,1,Dry,1
T20180003983,1,Dry,0
T20180003984,1,Dry,1
T20180003986,1,Dry,1
T20180003987,1,Dry,1
T20180003989,1,Dry,1
T20180003993,1,Dry,1
T20180003994,1,Dry,1
T20180003995,1,Dry,1
T20180003997,1,Dry,1
T20180003999,1,Dry,1
T20180004001,1,Dry,1
T20180004003,1,Dry,1
T20180004004,1,Dry,1
T20180004005,1,Dry,1
T20180004009,1,Dry,1
T20180004010,1,Dry,1
T20180004013,1,Dry,0
T20180004015,1,Dry,1
T20180004016,1,Dry,1
T20180004017,1,Dry,1
T20180004019,1,Dry,1
T20180004021,1,Dry,1
T20180004022,1,Dry,1
T20180004023,1,Dry,1
T20180004025,1,Dry,1
T20180004026,1,Dry,0
T20180004027,1,Dry,1
T20180004030,1,Dry,1
T20180004033,1,Dry,1
T20180004034,1,Dry,1
T20180004036,1,Dry,0
T20180004038,1,Dry,0
T20180004042,1,Dry,1
T20180004043,1,Dry,1
T20180004044,1,Dry,1
T20180004046,1,Dry,1
T20180004047,1,Dry,1
T20180004051,1,Dry,1
T20180004052,1,Dry,0
T20180004054,1,Dry,1
T20180004056,1,Dry,1
T20180004058,1,Dry,1
T20180004059,1,Dry,1
T20180004060,1,Dry,0
T20180004061,1,Dry,0
T20180004062,1,Dry,1
T20180004063,1,Dry,1
T20180004065,1,Dry,0
T20180004066,1,Dry,1
T20180004067,1,Dry,1
T20180004068,9,Unknown,1
T20180004069,1,Dry,0
T20180004071,1,Dry,1
T20180004072,1,Dry,1
T20180004074,1,Dry,1
T20180004075,9,Unknown,1
T20180004076,1,Dry,1
T20180004078,1,Dry,1
T20180004080,1,Dry,1
T20180004082,1,Dry,1
T20180004083,1,Dry,0
T20180004084,1,Dry,1
T20180004086,1,Dry,0
T20180004089,1,Dry,1
T20180004090,1,Dry,1
T20180004091,1,Dry,1
T20180004092,1,Dry,1
T20180004093,1,Dry,1
T20180004099,1,Dry,1
T20180004100,1,Dry,1
T20180004107,1,Dry,1
T20180004108,1,Dry,1
T20180004111,1,Dry,1
T20180004112,1,Dry,1
T20180004113,1,Dry,0
T20180004115,1,Dry,1
T20180004117,1,Dry,1
T20180004118,1,Dry,0
T20180004125,1,Dry,0
T20180004129,1,Dry,1
T20180004131,1,Dry,1
T20180004133,1,Dry,0
T20180004137,9,Unknown,1
T20180004138,1,Dry,1
T20180004139,9,Unknown,1
T20180004142,1,Dry,1
T20180004146,1,Dry,1
T20180004151,1,Dry,1
T20180004152,1,Dry,1
T20180004153,1,Dry,1
T20180004156,1,Dry,0
T20180004158,9,Unknown,0
T20180004159,1,Dry,1
T20180004160,1,Dry,1
T20180004161,1,Dry,0
T20180004163,1,Dry,1
T20180004164,1,Dry,1
T20180004165,1,Dry,1
T20180004166,1,Dry,1
T20180004167,1,Dry,0
T20180004168,1,Dry,1
T20180004173,1,Dry,1
T20180004175,1,Dry,1
T20180004176,9,Unknown,1
T20180004177,1,Dry,0
T20180004181,1,Dry,0
T20180004183,1,Dry,1
T20180004184,1,Dry,0
T20180004188,1,Dry,1
T20180004191,1,Dry,1
T20180004192,1,Dry,1
T20180004194,1,Dry,1
T20180004195,1,Dry,1
T20180004197,1,Dry,0
T20180004199,1,Dry,1
T20180004200,1,Dry,1
T20180004202,1,Dry,1
T20180004206,2,Wet,0
T20180004207,1,Dry,1
T20180004212,9,Unknown,1
T20180004213,1,Dry,1
T20180004216,1,Dry,1
T20180004218,1,Dry,0
T20180004219,1,Dry,0
T20180004220,9,Unknown,1
T20180004222,9,Unknown,1
T20180004223,1,Dry,0
T20180004227,1,Dry,1
T20180004228,1,Dry,1
T20180004229,1,Dry,0
T20180004231,1,Dry,0
T20180004232,1,Dry,1
T20180004234,1,Dry,1
T20180004235,1,Dry,1
T20180004237,1,Dry,1
T20180004239,1,Dry,1
T20180004241,1,Dry,1
T20180004242,1,Dry,1
T20180004244,1,Dry,1
T20180004247,1,Dry,0
T20180004248,1,Dry,0
T20180004249,1,Dry,1
T20180004251,1,Dry,1
T20180004252,9,Unknown,0
T20180004254,1,Dry,1
T20180004258,1,Dry,0
T20180004260,1,Dry,1
T20180004263,1,Dry,1
T20180004264,9,Unknown,1
T20180004266,1,Dry,1
T20180004268,1,Dry,0
T20180004269,1,Dry,1
T20180004271,1,Dry,0
T20180004273,1,Dry,1
T20180004274,1,Dry,0
T20180004277,1,Dry,1
T20180004279,1,Dry,0
T20180004280,1,Dry,0
T20180004281,1,Dry,1
T20180004283,1,Dry,0
T20180004284,1,Dry,0
T20180004286,1,Dry,0
T20180004288,1,Dry,1
T20180004289,1,Dry,0
T20180004291,1,Dry,0
T20180004294,1,Dry,1
T20180004295,1,Dry,0
T20180004298,1,Dry,0
T20180004301,1,Dry,0
T20180004302,1,Dry,0
T20180004306,1,Dry,1
T20180004307,1,Dry,1
T20180004308,1,Dry,1
T20180004314,1,Dry,1
T20180004315,1,Dry,1
T20180004316,1,Dry,1
T20180004317,1,Dry,1
T20180004318,9,Unknown,1
T20180004320,1,Dry,1
T20180004322,1,Dry,0
T20180004323,1,Dry,0
T20180004326,1,Dry,1
T20180004329,1,Dry,0
T20180004335,1,Dry,1
T20180004338,1,Dry,1
T20180004340,1,Dry,0
T20180004341,1,Dry,1
T20180004342,1,Dry,1
T20180004346,1,Dry,0
T20180004347,1,Dry,1
T20180004349,1,Dry,1
T20180004350,1,Dry,1
T20180004351,1,Dry,1
T20180004353,1,Dry,1
T20180004354,1,Dry,1
T20180004356,1,Dry,0
T20180004357,1,Dry,1
T20180004358,1,Dry,1
T20180004361,1,Dry,1
T20180004362,1,Dry,0
T20180004363,1,Dry,0
T20180004365,1,Dry,1
T20180004366,1,Dry,1
T20180004367,1,Dry,0
T20180004370,1,Dry,0
T20180004371,1,Dry,1
T20180004375,1,Dry,0
T20180004377,1,Dry,1
T20180004383,1,Dry,0
T20180004386,1,Dry,1
T20180004388,1,Dry,1
T20180004389,1,Dry,0
T20180004391,1,Dry,1
T20180004392,1,Dry,1
T20180004393,1,Dry,1
T20180004394,1,Dry,1
T20180004397,1,Dry,1
T20180004401,1,Dry,1
T20180004402,1,Dry,1
T20180004404,1,Dry,1
T20180004407,1,Dry,1
T20180004408,1,Dry,1
T20180004410,1,Dry,1
T20180004411,1,Dry,0
T20180004414,1,Dry,0
T20180004415,1,Dry,1
T20180004416,1,Dry,1
T20180004419,1,Dry,1
T20180004420,1,Dry,0
T20180004424,1,Dry,1
T20180004425,1,Dry,1
T20180004426,1,Dry,1
T20180004431,1,Dry,0
T20180004432,1,Dry,0
T20180004434,1,Dry,1
T20180004435,1,Dry,1
T20180004438,1,Dry,1
T20180004440,1,Dry,1
T20180004441,1,Dry,1
T20180004442,1,Dry,1
T20180004443,1,Dry,0
T20180004444,1,Dry,1
T20180004445,1,Dry,0
T20180004448,1,Dry,1
T20180004451,1,Dry,1
T20180004453,1,Dry,1
T20180004456,1,Dry,1
T20180004460,1,Dry,1
T20180004461,1,Dry,1
T20180004462,1,Dry,0
T20180004464,1,Dry,1
T20180004467,1,Dry,1
T20180004469,1,Dry,0
T20180004470,1,Dry,1
T20180004471,9,Unknown,1
T20180004473,1,Dry,1
T20180004476,9,Unknown,0
T20180004477,1,Dry,1
T20180004478,1,Dry,1
T20180004479,1,Dry,1
T20180004482,1,Dry,0
T20180004483,1,Dry,0
T20180004484,1,Dry,0
T20180004485,1,Dry,0
T20180004487,1,Dry,1
T20180004488,1,Dry,0
T20180004489,1,Dry,0
T20180004490,1,Dry,1
T20180004492,1,Dry,1
T20180004493,1,Dry,1
T20180004497,1,Dry,1
T20180004499,1,Dry,0
T20180004502,1,Dry,1
T20180004506,1,Dry,1
T20180004509,1,Dry,1
T20180004511,1,Dry,1
T20180004515,1,Dry,1
T20180004516,1,Dry,1
T20180004518,1,Dry,1
T20180004520,9,Unknown,1
T20180004521,1,Dry,0
T20180004522,1,Dry,1
T20180004523,1,Dry,0
T20180004524,1,Dry,1
T20180004527,1,Dry,1
T20180004528,1,Dry,1
T20180004530,1,Dry,1
T20180004535,1,Dry,1
T20180004539,1,Dry,1
T20180004542,1,Dry,1
T20180004543,1,Dry,1
T20180004544,1,Dry,1
T20180004545,1,Dry,0
T20180004548,1,Dry,1
T20180004551,1,Dry,1
T20180004552,1,Dry,1
T20180004553,1,Dry,1
T20180004554,1,Dry,0
T20180004558,1,Dry,1
T20180004562,9,Unknown,0
T20180004564,1,Dry,1
T20180004566,1,Dry,1
T20180004570,1,Dry,1
T20180004571,1,Dry,1
T20180004573,1,Dry,1
T20180004574,1,Dry,1
T20180004576,1,Dry,0
T20180004577,1,Dry,1
T20180004578,1,Dry,0
T20180004580,1,Dry,1
T20180004581,1,Dry,0
T20180004584,1,Dry,1
T20180004586,1,Dry,0
T20180004596,1,Dry,1
T20180004598,1,Dry,1
T20180004599,1,Dry,1
T20180004600,1,Dry,1
T20180004601,1,Dry,1
T20180004605,1,Dry,1
T20180004608,1,Dry,1
T20180004610,1,Dry,1
T20180004613,9,Unknown,1
T20180004616,1,Dry,0
T20180004617,9,Unknown,0
T20180004618,1,Dry,1
T20180004619,1,Dry,1
T20180004620,1,Dry,1
T20180004623,1,Dry,1
T20180004624,1,Dry,1
T20180004626,1,Dry,0
T20180004629,1,Dry,1
T20180004632,1,Dry,1
T20180004633,1,Dry,1
T20180004636,1,Dry,0
T20180004639,9,Unknown,1
T20180004641,1,Dry,0
T20180004645,1,Dry,0
T20180004647,1,Dry,1
T20180004648,1,Dry,0
T20180004649,1,Dry,1
T20180004650,1,Dry,1
T20180004651,1,Dry,1
T20180004654,1,Dry,0
T20180004656,1,Dry,0
T20180004658,1,Dry,0
T20180004661,9,Unknown,1
T20180004662,1,Dry,0
T20180004663,1,Dry,1
T20180004665,1,Dry,1
T20180004669,1,Dry,1
T20180004670,1,Dry,1
T20180004671,1,Dry,1
T20180004672,1,Dry,1
T20180004675,1,Dry,1
T20180004678,1,Dry,1
T20180004679,1,Dry,1
T20180004680,1,Dry,0
T20180004681,1,Dry,1
T20180004682,1,Dry,0
T20180004683,1,Dry,1
T20180004684,1,Dry,1
T20180004685,9,Unknown,1
T20180004686,1,Dry,1
T20180004687,1,Dry,0
T20180004688,1,Dry,1
T20180004689,1,Dry,1
T20180004690,1,Dry,1
T20180004691,1,Dry,1
T20180004692,1,Dry,1
T20180004693,1,Dry,1
T20180004695,9,Unknown,1
T20180004696,9,Unknown,0
T20180004697,1,Dry,1
T20180004699,1,Dry,1
T20180004702,1,Dry,1
T20180004703,1,Dry,1
T20180004706,1,Dry,1
T20180004712,1,Dry,1
T20180004713,1,Dry,1
T20180004714,1,Dry,1
T20180004719,1,Dry,1
T20180004724,1,Dry,1
T20180004726,1,Dry,1
T20180004730,1,Dry,1
T20180004734,1,Dry,1
T20180004735,1,Dry,1
T20180004736,1,Dry,1
T20180004739,1,Dry,1
T20180004740,1,Dry,1
T20180004741,1,Dry,1
T20180004742,1,Dry,1
T20180004747,1,Dry,0
T20180004751,1,Dry,1
T20180004752,1,Dry,1
T20180004756,1,Dry,1
T20180004759,1,Dry,1
T20180004760,1,Dry,1
T20180004762,1,Dry,1
T20180004763,1,Dry,1
T20180004769,1,Dry,1
T20180004770,1,Dry,1
T20180004777,2,Wet,1
T20180004780,2,Wet,1
T20180004782,1,Dry,1
T20180004783,2,Wet,0
T20180004784,2,Wet,0
T20180004785,2,Wet,1
T20180004786,2,Wet,1
T20180004787,2,Wet,0
T20180004789,1,Dry,1
T20180004790,1,Dry,0
T20180004794,1,Dry,1
T20180004801,1,Dry,1
T20180004804,1,Dry,1
T20180004806,1,Dry,0
T20180004807,1,Dry,1
T20180004811,1,Dry,1
T20180004816,1,Dry,0
T20180004817,1,Dry,1
T20180004818,1,Dry,1
T20180004821,1,Dry,1
T20180004822,9,Unknown,1
T20180004824,1,Dry,1
T20180004825,1,Dry,0
T20180004826,1,Dry,1
T20180004828,1,Dry,1
T20180004832,1,Dry,1
T20180004835,1,Dry,1
T20180004836,1,Dry,1
T20180004841,1,Dry,1
T20180004844,1,Dry,0
T20180004846,1,Dry,0
T20180004847,1,Dry,1
T20180004849,1,Dry,1
T20180004850,1,Dry,1
T20180004851,1,Dry,1
T20180004859,1,Dry,1
T20180004863,1,Dry,0
T20180004864,1,Dry,1
T20180004865,1,Dry,1
T20180004867,1,Dry,1
T20180004872,1,Dry,0
T20180004875,1,Dry,1
T20180004876,1,Dry,1
T20180004877,1,Dry,1
T20180004879,1,Dry,1
T20180004880,1,Dry,1
T20180004881,1,Dry,1
T20180004883,1,Dry,1
T20180004885,1,Dry,1
T20180004886,1,Dry,1
T20180004889,1,Dry,1
T20180004890,1,Dry,1
T20180004891,1,Dry,1
T20180004892,1,Dry,0
T20180004893,1,Dry,1
T20180004894,9,Unknown,1
T20180004901,1,Dry,1
T20180004903,1,Dry,1
T20180004904,1,Dry,1
T20180004905,1,Dry,1
T20180004906,1,Dry,1
T20180004908,1,Dry,0
T20180004909,1,Dry,1
T20180004911,1,Dry,1
T20180004917,1,Dry,1
T20180004920,1,Dry,1
T20180004921,1,Dry,1
T20180004922,1,Dry,1
T20180004924,1,Dry,1
T20180004925,1,Dry,1
T20180004927,1,Dry,1
T20180004928,1,Dry,1
T20180004929,9,Unknown,0
T20180004930,1,Dry,1
T20180004931,1,Dry,1
T20180004934,1,Dry,1
T20180004941,1,Dry,1
T20180004943,1,Dry,1
T20180004945,1,Dry,1
T20180004947,1,Dry,1
T20180004948,1,Dry,1
T20180004950,1,Dry,1
T20180004955,1,Dry,1
T20180004956,1,Dry,0
T20180004959,1,Dry,1
T20180004962,1,Dry,1
T20180004963,1,Dry,1
T20180004968,1,Dry,1
T20180004969,1,Dry,0
T20180004970,9,Unknown,0
T20180004971,1,Dry,0
T20180004973,1,Dry,1
T20180004977,1,Dry,1
T20180004980,1,Dry,1
T20180004982,1,Dry,1
T20180004984,1,Dry,1
T20180004985,1,Dry,1
T20180004986,1,Dry,0
T20180004987,1,Dry,1
T20180004991,1,Dry,1
T20180004992,1,Dry,1
T20180004993,1,Dry,0
T20180004995,1,Dry,0
T20180004997,1,Dry,1
